store_id,store_name,addr_id,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,store,longitude,latitude
st_198128,Family Dollar 5939,A142848,3851,N Huron Rd,NA,Pinconning,MI,48650,Combination Grocery/Other,2,Small retail,4,Family Dollar,-83.96613,43.84895
st_198029,Family Dollar 5307,A142668,3803,N Michigan Ave,NA,Saginaw,MI,48604,Combination Grocery/Other,2,Small retail,4,Family Dollar,-83.94868,43.46108
st_191616,FAMILY DOLLAR STORE 5060,A146782,380,S Laurel Rd,NA,London,KY,40744,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.06957,37.10196
st_196132,Family Dollar 1776,A141604,38650,Sussex Hwy,NA,Delmar,DE,19940,Combination Grocery/Other,2,Small retail,4,Family Dollar,-75.55839,38.45807
st_189561,Family Dollar Store 2453,A145258,3832,Tuscarawas St W,NA,Canton,OH,44708,Combination Grocery/Other,2,Small retail,4,Family Dollar,-81.41891,40.79716
st_182788,Family Dollar Store 3708,A145977,3814,w 4th St,NA,Hattiesburg,MS,39401,Combination Grocery/Other,2,Small retail,4,Family Dollar,-89.3452,31.33524
st_191652,Family Dollar 7937,A143468,387,York Ave,NA,Towanda,PA,18848,Combination Grocery/Other,2,Small retail,4,Family Dollar,-76.44894,41.78158
st_182168,FAMILY DOLLAR STORE 6404,A147619,3944,Byrnes Dr,NA,Saint Stephen,SC,29479,Combination Grocery/Other,2,Small retail,4,Family Dollar,-79.92625,33.40678
st_181058,FAMILY DOLLAR STORE 6753,A147829,3914,Camden Hwy,NA,Dalzell,SC,29040,Combination Grocery/Other,2,Small retail,4,Family Dollar,-80.43343,34.0164
st_181519,FAMILY DOLLAR STORE 3574,A072401,3901,Cleveland Rd,NA,Dalton,GA,30721,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.94694,34.89468
st_177617,Family Dollar Store 3872,A146075,3928,Cloverdale Rd,NA,Florence,AL,35633,Combination Grocery/Other,2,Small retail,4,Family Dollar,-87.69163,34.86225
st_173767,Family Dollar Store 5141,A146829,3910,Doniphan Dr,NA,El Paso,TX,79932,Combination Grocery/Other,2,Small retail,4,Family Dollar,-106.59023,31.86838
st_194334,Family Dollar Store 6261,A147536,3905,E State Blvd,NA,Fort Wayne,IN,46805,Combination Grocery/Other,2,Small retail,4,Family Dollar,-85.09005,41.0977
st_196051,Family Dollar Store 7141,A148060,3901,Indiana Ave,NA,Kansas City,MO,64130,Combination Grocery/Other,2,Small retail,4,Family Dollar,-94.54436,39.05416
st_171826,Family Dollar Store 6603,A147738,395,John R Junkin Dr,NA,Natchez,MS,39120,Combination Grocery/Other,2,Small retail,4,Family Dollar,-91.4016,31.54157
